;nomeCientifico;nomePopular;familia;categoria;clima;origem;altura;luminosidade;cicloDeVida
701;Saintpaulia ionantha;Violeta, Violeta-africana;Gesneriaceae;Flores Perenes;Equatorial, Mediterrâneo, Subtropical, Tropical;África;menos de 15 cm;Luz Difusa, Meia Sombra;Perene
702;Salix discolor;Vime-unha-de-gato, Loza, Salgueiro-gato, Salgueiro-americano;Salicaceae;Arbustos, Árvores, Árvores Ornamentais, Cercas Vivas;Continental, Mediterrâneo, Subtropical, Temperado;América do Norte, Estados Unidos;4.7 a 6.0 metros, 6.0 a 9.0 metros;Sol Pleno;Perene
703;Salix x pendulina;Salgueiro-chorão, Chorão, Salso-chorão;Salicaceae;Árvores, Árvores Ornamentais, Plantas Palustres;Continental, Mediterrâneo, Subtropical, Temperado, Tropical;Ásia, China;9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
704;Salvia farinaceae;Sálvia-farinhenta, Sálvia, Sálvia-azul;Lamiaceae;Flores Perenes;Equatorial, Subtropical, Tropical;América do Norte, Estados Unidos;0.3 a 0.4 metros, 0.4 a 0.6 metros, 0.6 a 0.9 metros, 0.9 a 1.2 metros;Meia Sombra, Sol Pleno;Perene
705;Salvia officinalis;Sálvia, Salva, Salva-comum, Salva-das-boticas, Salva-rubra, Sálvia-comum, Chá-da-grécia, Sálvia-verdadeira;Lamiaceae;Ervas Condimentares, Flores, Flores Perenes, Medicinal, Plantas Hortícolas;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado;Europa, Mediterrâneo;0.3 a 0.4 metros, 0.4 a 0.6 metros, 0.6 a 0.9 metros;Meia Sombra, Sol Pleno;Perene
706;Salvia splendens;Alegria-dos-jardins, Sálvia, Sangue-de-adão;Lamiaceae;Arbustos, Flores Anuais, Flores Perenes;Equatorial, Mediterrâneo, Subtropical, Tropical;América do Sul, Brasil;0.1 a 0.3 metros, 0.3 a 0.4 metros, 0.4 a 0.6 metros, 0.6 a 0.9 metros;Sol Pleno;Bienal, Perene
707;Salvinia sp;Marrequinha, Salvínia;Salviniaceae;Plantas Aquáticas, Plantas Flutuantes;Equatorial, Subtropical, Tropical;América Central, América do Norte, América do Sul, Ásia, Europa;menos de 15 cm;Sol Pleno;Perene
708;Sanchezia nobilis;Sanquésia, Sanquesia;Acanthaceae;Arbustos, Arbustos Tropicais;Equatorial, Subtropical, Tropical;América do Sul, Equador, Peru;1.2 a 1.8 metros, 1.8 a 2.4 metros, 2.4 a 3.0 metros, 3.0 a 3.6 metros;Meia Sombra;Perene
709;Sansevieria cylindrica;Lança-de-são-jorge, Lança, Espada;Asparagaceae;Cactos e Suculentas, Folhagens, Plantas Esculturais;Continental, Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Temperado, Tropical;África, Angola;0.6 a 0.9 metros;Luz Difusa, Meia Sombra, Sol Pleno;Perene
710;Sansevieria trifasciata;Espada-de-são-jorge, Língua-de-sogra, Rabo-de-lagarto, Sansevéria;Asparagaceae;Folhagens, Forrações à Meia Sombra;Equatorial, Subtropical, Tropical;África;0.4 a 0.6 metros, 0.6 a 0.9 metros;Meia Sombra, Sol Pleno;Perene
711;Santolina chamaecyparissus;Santolina, Abrótano-fêmea, Guarda-roupa, Pequeno-limonete, Roquete-dos-jardins;Asteraceae;Flores Perenes;Continental, Mediterrâneo, Subtropical, Tropical;Europa, Mediterrâneo;0.3 a 0.4 metros, 0.4 a 0.6 metros, 0.6 a 0.9 metros;Sol Pleno;Perene
712;Saritaea magnifica;Saritéia, Saritéia-rosa;Bignoniaceae;Trepadeiras;Equatorial, Tropical;América do Sul, Colômbia, Equador;3.0 a 3.6 metros;Sol Pleno;Perene
713;Scadoxus multiflorus;Lírio-sangu-salmão, Coroa-imperial, Diadema-real, Estrela-de-natal;Amaryllidaceae;Bulbosas, Flores Perenes;Equatorial, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;África;0.3 a 0.4 metros, 0.4 a 0.6 metros;Meia Sombra;Perene
714;Scaevola aemula;Flor-canhota, ;Goodeniaceae;Flores Perenes;Mediterrâneo, Oceânico, Subtropical, Tropical;Austrália, Oceania;0.1 a 0.3 metros, 0.3 a 0.4 metros;Meia Sombra, Sol Pleno;Perene
715;Schefflera actinophylla;Árvore-guarda-chuva, Árvore-polvo, Brassaia, Cheflera, Cheflera-da-folha-grande;Araliaceae;Arbustos, Arbustos Tropicais, Árvores, Árvores Ornamentais, Folhagens;Equatorial, Oceânico, Subtropical, Tropical;Austrália, Indonésia, Java, Nova Guiné, Oceania;4.7 a 6.0 metros, 6.0 a 9.0 metros, 9.0 a 12 metros, acima de 12 metros;Luz Difusa, Meia Sombra, Sol Pleno;Perene
716;Schefflera arboricola;Cheflera, Cheflera-pequena;Araliaceae;Arbustos, Árvores, Árvores Ornamentais, Cercas Vivas;Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical;Ásia, Taiwan;3.0 a 3.6 metros;Meia Sombra, Sol Pleno;Perene
717;Schinus terebinthifolius;Aroeira-mansa, Aguaraíba, Aroeira do-sertão, Aroeira-brasileira, Aroeira-da-praia, Aroeira-do-brejo, Aroeira-do-paraná, Aroeira-pimenteira, Aroeira-vermelha, Bálsamo, Cabuí, Cambuí, Corneíba, Fruto-de-sabiá, Pimenta-rosa;Anacardiaceae;Árvores, Árvores Ornamentais, Ervas Condimentares, Medicinal;Equatorial, Subtropical, Tropical;América do Sul, Argentina, Brasil, Paraguai;6.0 a 9.0 metros, 9.0 a 12 metros;Sol Pleno;Perene
718;Schizanthus pinnatus;Borboletinha, Orquídea-de-pobre;Solanaceae;Flores, Flores Anuais;Mediterrâneo, Oceânico, Subtropical, Temperado;América do Sul, Chile;0.3 a 0.4 metros, 0.4 a 0.6 metros;Meia Sombra, Sol Pleno;Anual
719;Schizolobium parahyba;Guapuruvu, Bacurubu, Bacuruva, Bacuruvu, Badarra, Birosca, Faveira, Ficheira, Gabiruvu, Gapuruvu, Garapuvu, Guapiruvu, Guarapuvu, Guavirovo, Igarapobu, Paricá, Pataqueira, Pau-de-canoa, Pau-de-tamanco, Pau-de-vintém;Fabaceae;Árvores, Árvores Ornamentais;Equatorial, Subtropical, Tropical;América do Sul, Brasil;acima de 12 metros;Sol Pleno;Perene
720;Schlumbergera truncata;Flor-de-maio, Cacto-da-páscoa, Cacto-de-natal, Flor-de-seda;Cactaceae;Cactos e Suculentas, Flores Perenes;Oceânico, Subtropical, Tropical;América do Sul, Brasil;0.1 a 0.3 metros;Meia Sombra;Perene
721;Scindapsus pictus Argyraeus;Jibóia-prateada, Era-do-diabo, Jibóia, Potos-acetinados, Potos-cetim;Araceae;Folhagens;Equatorial, Oceânico, Subtropical, Tropical;Ilhas Salomão, Indonésia;0.1 a 0.3 metros;Luz Difusa, Meia Sombra;Perene
722;Scutellaria costaricana;Escutelária-da-costa-rica, ;Lamiaceae;Arbustos, Arbustos Tropicais, Flores, Flores Perenes;Equatorial, Oceânico, Tropical;América Central, Costa Rica, Panamá;0.3 a 0.4 metros, 0.4 a 0.6 metros;Luz Difusa, Meia Sombra;Perene
723;Sedum dendroideum;Bálsamo, Bálsamo-branco;Crassulaceae;Cactos e Suculentas, Flores Perenes, Medicinal;Equatorial, Oceânico, Semi-árido, Subtropical, Tropical;América do Norte, México;0.1 a 0.3 metros, 0.3 a 0.4 metros, 0.4 a 0.6 metros, 0.6 a 0.9 metros, menos de 15 cm;Meia Sombra, Sol Pleno;Perene
724;Sedum morganianum;Rabo-de-burro, Arroz-de-rato, Bananinhas, Cauda-de-burro, Dedinho-de-moça, Dedo-de-moça, Rabo-de-cavalo;Crassulaceae;Cactos e Suculentas, Folhagens;Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical;América do Norte;0.6 a 0.9 metros, 0.9 a 1.2 metros;Meia Sombra, Sol Pleno;Perene
725;Sedum spectabile;Sedum-vistoso, Sedum-espetacular;Crassulaceae;Cactos e Suculentas, Flores Perenes;Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical;Ásia, China, Coréia do Norte, Coréia do Sul, Japão;0.4 a 0.6 metros;Sol Pleno;Perene
726;Selaginella kraussiana;Musgo-tapete, Selaginela;Selaginellaceae;Folhagens, Forrações à Meia Sombra;Equatorial, Subtropical, Tropical;África;menos de 15 cm;Luz Difusa, Meia Sombra;Perene
727;Selaginella umbrosa;Selaginela, Musgo-renda;Selaginellaceae;Folhagens;Equatorial, Subtropical, Tropical;América Central, América do Norte, América do Sul;menos de 15 cm;Luz Difusa, Meia Sombra;Perene
728;Senecio confusus;Trepadeira-mexicana, Flama-do-méxico, Jalisco, Senécio-confuso;Asteraceae;Trepadeiras;Continental, Equatorial, Mediterrâneo, Semi-árido, Subtropical, Temperado, Tropical;América do Norte, México;2.4 a 3.0 metros;Sol Pleno;Perene
729;Senecio douglasii;Cinerária, Cinerária-marítima;Asteraceae;Folhagens, Forrações ao Sol Pleno;Continental, Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical;América do Norte, Estados Unidos;0.1 a 0.3 metros;Sol Pleno;Anual, Bienal, Perene
730;Senecio peregrinus;Colar-de-golfinhos, Planta-golfinho, Golfinhos-voadores, Cordão-de-golfinhos;Asteraceae;Cactos e Suculentas, Folhagens;Subtropical, Tropical;África, África do Sul;0.1 a 0.3 metros;Luz Difusa, Meia Sombra;Perene
731;Senecio rowleyanus;Rosário, Colar-de-pérolas, Pérola-verde;Asteraceae;Cactos e Suculentas, Folhagens;Equatorial, Mediterrâneo, Subtropical, Tropical;África;0.1 a 0.3 metros, menos de 15 cm;Luz Difusa, Meia Sombra, Sol Pleno;Perene
732;Senna bicapsularis;Canudo-de-pito, Aleluia, Pau-de-cachimbo;Fabaceae;Arbustos, Arbustos Tropicais, Árvores, Árvores Ornamentais;Equatorial, Oceânico, Subtropical, Tropical;América Central, América do Sul, Colômbia, Panamá, Venezuela;3.0 a 3.6 metros, 3.6 a 4.7 metros;Sol Pleno;Perene
733;Serissa foetida;Serissa, Árvore-das-mil-estrelas, Mil-estrelas;Rubiaceae;Arbustos, Bonsai, Cercas Vivas, Forrações ao Sol Pleno, Gramados e Forrações;Subtropical, Tropical;Ásia, China;0.4 a 0.6 metros, 0.6 a 0.9 metros, 0.9 a 1.2 metros;Luz Difusa, Meia Sombra;Perene
734;Sida sp;Vassoura, Chá-da-índia, Guanxuma, Guanxuma-branca, Guaxima, Malva, Malva-brava, Malva-preta, Relógio, Vassoura-de-relógio, Vassoura-do-campo, Vassourinha;Malvaceae;Medicinal, Plantas Daninhas;Continental, Equatorial, Mediterrâneo, Subtropical, Tropical;América Central, América do Norte, América do Sul;0.1 a 0.3 metros, 0.3 a 0.4 metros, 0.4 a 0.6 metros, menos de 15 cm;Sol Pleno;Perene
735;Siderasis fuscata;Trapoeraba-peluda, Orelha-de-urso, Violeta-silvestre, Toca-de-aranha-marrom;Commelinaceae;Folhagens, Forrações à Meia Sombra, Gramados e Forrações;Subtropical, Tropical;América do Sul, Brasil;0.1 a 0.3 metros, 0.3 a 0.4 metros;Luz Difusa, Meia Sombra;Perene
736;Sinningia leucotricha;Rainha-do-abismo, Siníngia;Gesneriaceae;Bulbosas, Flores;Mediterrâneo, Subtropical, Temperado, Tropical;América do Sul, Brasil;0.1 a 0.3 metros;Luz Difusa, Meia Sombra, Sol Pleno;Perene
737;Sinningia speciosa;Gloxínia, Cachimbo, Siníngia;Gesneriaceae;Bulbosas, Flores Anuais;Equatorial, Mediterrâneo, Subtropical, Tropical;América do Sul, Brasil;0.1 a 0.3 metros;Meia Sombra;Perene
738;Sobralia macrantha;Sobrália, Orquídea-bambú;Orchidaceae;Orquídeas;Equatorial, Subtropical, Tropical;América Central, América do Norte, México;1.2 a 1.8 metros;Meia Sombra, Sol Pleno;Perene
739;Socratea exorrhiza;Palmeira-andante, Paxiubeira, Castiçal, Baxiúba, Paxiúba, Zancona, Bombom, Palmeira-caminhante;Arecaceae;Árvores, Palmeiras, Plantas Esculturais;Equatorial, Tropical;América Central, América do Sul, Bolívia, Brasil, Colômbia, Costa Rica, Equador, Guiana, Guiana Francesa, Nicarágua, Panamá, Peru, Suriname, Venezuela;acima de 12 metros;Meia Sombra, Sol Pleno;Perene
740;Solandra grandiflora;Solandra, Cálice;Solanaceae;Arbustos, Arbustos Tropicais, Trepadeiras;Equatorial, Subtropical, Tropical;América Central, América do Norte, América do Sul, México;9.0 a 12 metros;Sol Pleno;Perene
741;Solandra maxima;Solandra-amarela, Cálice-amarelo;Solanaceae;Arbustos, Arbustos Tropicais, Trepadeiras;Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical;América Central, América do Norte, América do Sul, México;9.0 a 12 metros;Meia Sombra, Sol Pleno;Perene
742;Solanum betaceum;Tamarilho, Tomate-de-árvore, Sangue-de-boi, Tomatão, Tomate-francês, Tomate-brasileiro, Tomate-inglês, Tomarilho, Tomate-japonês, Tomate-maracujá;Solanaceae;Arbustos, Arbustos Tropicais, Árvores, Árvores Frutíferas, Frutas e Legumes, Plantas Hortícolas;Mediterrâneo, Subtropical;América do Sul, Bolívia, Chile, Colômbia, Equador, Peru;3.0 a 3.6 metros, 3.6 a 4.7 metros;Meia Sombra, Sol Pleno;Perene
743;Solanum lycopersicum;Tomate, Tomateiro;Solanaceae;Frutas e Legumes, Plantas Hortícolas;Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical;América Central, América do Sul;1.2 a 1.8 metros, 1.8 a 2.4 metros;Sol Pleno;Anual
744;Solanum mammosum;Teta-de-vaca, Juá-bravo, Jurubeba-do-pará, Maminha-de-vaca, Peito-de-moça;Solanaceae;Arbustos, Trepadeiras;Equatorial, Subtropical, Tropical;América do Sul;0.9 a 1.2 metros;Sol Pleno;Perene
745;Solanum melongena;Berinjela, Beringela, Brinjela;Solanaceae;Frutas e Legumes, Medicinal, Plantas Hortícolas;Continental, Equatorial, Oceânico, Subtropical, Tropical;Ásia, Índia, Sri Lanka;0.3 a 0.4 metros, 0.4 a 0.6 metros;Sol Pleno;Anual
746;Soleirolia soleirolii;Lágrimas-de-bebê, Barba-de-moisés, Planta-da-sorte, Lágrima-de-bebê, Cabelinho-de-anjo, Lágrima-de-anjo;Urticaceae;Folhagens, Forrações à Meia Sombra, Gramados e Forrações;Equatorial, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Europa, Itália, Mediterrâneo;menos de 15 cm;Luz Difusa, Meia Sombra, Sombra;Perene
747;Solenostemon scutellarioides;Cóleus, Coração-magoado;Lamiaceae;Folhagens, Forrações à Meia Sombra, Forrações ao Sol Pleno;Equatorial, Oceânico, Subtropical, Tropical;Ásia, Indonésia, Java, Malásia;0.1 a 0.3 metros, 0.3 a 0.4 metros;Meia Sombra, Sol Pleno;Perene
748;Solidago canadensis;Tango, Vara-dourada;Asteraceae;Flores Perenes;Continental, Mediterrâneo, Subtropical, Temperado, Tropical;América do Norte;0.6 a 0.9 metros, 0.9 a 1.2 metros, 1.2 a 1.8 metros;Sol Pleno;Perene
749;Sparaxis tricolor;Esparáxis, Arlequina, Flor-arlequim, Íris, Sparáxis;Iridaceae;Bulbosas, Flores Perenes;Mediterrâneo, Subtropical, Temperado, Tropical;África;0.1 a 0.3 metros, 0.3 a 0.4 metros;Sol Pleno;Perene
750;Spartium junceum;Giesta, Retama, Vassoura-espanhola;Fabaceae;Arbustos, Flores Perenes;Mediterrâneo, Oceânico, Subtropical;Espanha, Europa, Ilhas Canárias, Portugal;1.2 a 1.8 metros, 1.8 a 2.4 metros;Sol Pleno;Perene
751;Spathiphyllum cannifolium;Lírio-da-paz-gigante, Bandeira-branca, Lírio-da-paz, Espatifilo;Araceae;Flores, Flores Perenes;Equatorial, Subtropical, Tropical;América do Sul, Venezuela;0.4 a 0.6 metros, 0.6 a 0.9 metros;Luz Difusa, Sombra;Perene
752;Spathiphyllum wallisii;Lírio-da-paz, Bandeira-branca, Espatifilo;Araceae;Flores Perenes, Forrações à Meia Sombra;Equatorial, Subtropical, Tropical;América do Sul, Colômbia, Venezuela;0.4 a 0.6 metros;Luz Difusa, Meia Sombra;Perene
753;Spathodea campanulata;Tulipeira, Árvore-de-bisnagas, Árvore-de-tulipas, Bisnagueira, Espatódea, Tulipeira-africana, Tulipeiro-africano;Bignoniaceae;Árvores, Árvores Ornamentais;Equatorial, Subtropical, Tropical;África;9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
754;Spathoglottis unguiculata;Orquídea-grapete, Grapete, Orquídea-cheiro-de-uva, Orquídea-uva;Orchidaceae;Flores, Orquídeas;Equatorial, Subtropical, Tropical;Nova Caledônia, Oceania, Vanuatu, Wallis e Futuna;0.3 a 0.4 metros, 0.4 a 0.6 metros, 0.6 a 0.9 metros;Meia Sombra, Sol Pleno;Perene
755;Sphagneticola trilobata;Vedélia, Mal-me-quer, Picão-da-praia;Asteraceae;Flores Perenes, Forrações à Meia Sombra, Forrações ao Sol Pleno;Equatorial, Oceânico, Subtropical, Tropical;América do Sul, Brasil;0.1 a 0.3 metros;Meia Sombra, Sol Pleno;Perene
756;Spinacia oleracea;Espinafre, Espinafre-japonês, Espinafre-verdadeiro;Amaranthaceae;Folhas e Flores, Plantas Hortícolas;Continental, Equatorial, Mediterrâneo, Subtropical, Temperado, Tropical;Ásia;0.4 a 0.6 metros;Meia Sombra, Sol Pleno;Anual
757;Spirea cantoniensis;Buquê-de-noiva, Grinalda-de-noiva;Rosaceae;Arbustos;Continental, Mediterrâneo, Oceânico, Subtropical, Temperado, Tropical;Ásia, China, Japão;1.2 a 1.8 metros;Sol Pleno;Perene
758;Spondias purpurea;Seriguela, Siriguela, Ciriguela, Ciruela, Ambu, Ambuzeiro, Ameixa-da-espanha, Cajá-vermelho, Ciroela, Imbu, Imbuzeiro, Umbu, Umbuzeiro, Jocote, Ciruela-mexicana;Anacardiaceae;Árvores, Árvores Frutíferas;Equatorial, Mediterrâneo, Semi-árido, Tropical;América Central, América do Norte, América do Sul, Belize, Bolívia, Brasil, Colômbia, Costa Rica, Equador, Honduras, Jamaica, México, Peru, Venezuela;3.6 a 4.7 metros, 4.7 a 6.0 metros, 6.0 a 9.0 metros;Sol Pleno;Perene
759;Sprekelia formosissima;Lírio-asteca, Flor-de-lis, Lírio-de-saint-james, Lírio-jacobino, Lírio-orquídea;Amaryllidaceae;Bulbosas, Flores Perenes;Equatorial, Subtropical, Tropical;América Central;0.3 a 0.4 metros;Meia Sombra, Sol Pleno;Perene
760;Stapelia hirsuta;Flor-estrela, Estapélia;Asclepiadaceae;Cactos e Suculentas;Continental, Equatorial, Mediterrâneo, Oceânico, Semi-árido, Subtropical, Tropical;África, África do Sul;0.1 a 0.3 metros, menos de 15 cm;Meia Sombra, Sol Pleno;Perene
761;Stenocarpus sinuatus;Roda-de-fogo, Árvore-do-rotary;Proteaceae;Árvores, Árvores Ornamentais;Equatorial, Mediterrâneo, Oceânico, Subtropical, Tropical;Austrália, Oceania;acima de 12 metros;Meia Sombra, Sol Pleno;Perene
762;Stenotaphrum secundatum;Grama-santo-agostinho, Grama-de-santo-agostinho, Grama-inglesa;Poaceae;Gramados;Equatorial, Oceânico, Subtropical, Tropical;América do Sul;menos de 15 cm;Meia Sombra, Sol Pleno;Perene
763;Stephanotis floribunda;Jasmim-de-madagascar, Estefanote, Flor-de-cera, Flor-de-noiva;Asclepiadaceae;Trepadeiras;Equatorial, Subtropical, Tropical;África, Madagascar;3.6 a 4.7 metros;Meia Sombra, Sol Pleno;Perene
764;Stokesia laevis;Danúbio-azul, ;Asteraceae;Flores, Flores Perenes;Mediterrâneo, Subtropical, Temperado, Tropical;América do Norte, Estados Unidos;0.1 a 0.3 metros;Meia Sombra, Sol Pleno;Perene
765;Strelitzia juncea;Estrelítzia-de-lança, Ave-do-paraíso, Estrelitza, Estrelítzia, Flor-da-rainha-de-lança;Strelitziaceae;Flores Perenes;Equatorial, Oceânico, Subtropical, Tropical;África, África do Sul;0.9 a 1.2 metros, 1.2 a 1.8 metros;Sol Pleno;Perene
766;Strelitzia reginae;Estrelítzia, Ave-do-paraíso, Estrelitza, Flor-da-rainha;Strelitziaceae;Flores Perenes;Oceânico, Subtropical, Tropical;África, África do Sul;0.9 a 1.2 metros, 1.2 a 1.8 metros;Sol Pleno;Perene
767;Streptosolen jamesonii;Marianinha, Estreptosolen;Solanaceae;Arbustos, Arbustos Tropicais;Equatorial, Tropical;América do Sul, Colômbia, Equador, Peru;0.9 a 1.2 metros, 1.2 a 1.8 metros, 1.8 a 2.4 metros;Meia Sombra, Sol Pleno;Perene
768;Strongylodon macrobotrys;Trepadeira-jade, Trepadeira-filipina;Fabaceae;Trepadeiras;Equatorial, Oceânico, Subtropical, Tropical;Ásia, Filipinas;acima de 12 metros;Meia Sombra, Sol Pleno;Perene
769;Strophanthus gratus;Estrofantina, Ouabaína;Apocynaceae;Arbustos Tropicais, Trepadeiras;Equatorial, Subtropical, Tropical;África, Burkina Faso, Camarões, Costa do Marfim, Gabão, Gana, Guiné Equatorial, Libéria, Nigéria;6.0 a 9.0 metros, 9.0 a 12 metros;Meia Sombra, Sol Pleno;Perene
770;Struthanthus flexicaulis;Erva-de-passarinho, Enxerto-de-passarinho, Passarinheiro, Passarinheira, Visgo, Visco;Loranthaceae;Medicinal, Plantas Daninhas, Plantas Parasitas;Equatorial, Subtropical, Tropical;América do Sul, Brasil;4.7 a 6.0 metros;Meia Sombra, Sol Pleno;Perene
771;Syagrus romanzoffiana;Jerivá, Baba-de-boi, Coco-de-babão, Coco-de-cachorro, Coco-de-catarro, Coqueiro, Coqueiro-gerivá, Coquinho, Coquinho-de-cachorro, Gerivá, Jeribá, Jerivá, Palmeira-jerivá;Arecaceae;Palmeiras;Equatorial, Oceânico, Subtropical, Tropical;América do Sul, Bolívia, Brasil;6.0 a 9.0 metros, 9.0 a 12 metros, acima de 12 metros;Meia Sombra, Sol Pleno;Perene
772;Symphyotrichum tradescantii;Áster-arbustiva, Monte-cassino;Asteraceae;Arbustos, Flores Perenes;Mediterrâneo, Subtropical, Temperado, Tropical;América do Norte;0.9 a 1.2 metros;Sol Pleno;Perene
773;Syngonium angustatum;Singônio, ;Araceae;Folhagens, Forrações à Meia Sombra, Trepadeiras;Equatorial, Oceânico, Subtropical, Tropical;América Central, Nicarágua;0.1 a 0.3 metros, 0.3 a 0.4 metros;Luz Difusa, Meia Sombra;Perene
774;Syringa vulgaris;Lilás, Lilás-comum;Oleaceae;Arbustos, Árvores, Árvores Ornamentais, Cercas Vivas;Continental, Mediterrâneo, Subtropical, Temperado;Ásia, Europa;2.4 a 3.0 metros, 3.0 a 3.6 metros, 3.6 a 4.7 metros, 4.7 a 6.0 metros;Sol Pleno;Perene
775;Syzygium jambolanum;Jambolão, Azeitona, Azeitona-da-terra, Baga-de-freira, Guape, Jalão, Jambuí, Jamelão;Myrtaceae;Árvores, Árvores Frutíferas;Continental, Equatorial, Subtropical, Tropical;Ásia, Índia;acima de 12 metros;Sol Pleno;Perene
776;Tabebuia impetiginosa;Ipê-roxo, Cabroe, Casquinho, Ipê, Ipê-de-flor-roxa, Ipê-mirim, Ipê-preto, Ipê-rosa, Ipê-roxo-da-mata, Ipê-tabaco, Ipê-una, Ipê-uva-roxa, Ipeúva-roxa, Pau-d'arco, Pau-d'arco-roxo, Peúva, Peúva-roxa;Bignoniaceae;Árvores, Árvores Ornamentais;Equatorial, Subtropical, Tropical;América do Sul;6.0 a 9.0 metros;Sol Pleno;Perene
777;Tabebuia roseo-alba;Ipê-branco, Ipê-branco-do-cerrado, Ipê-do-cerrado, Pau-d'arco, Planta-do-mel;Bignoniaceae;Árvores, Árvores Ornamentais;Subtropical, Tropical;América do Sul;6.0 a 9.0 metros, 9.0 a 12 metros, acima de 12 metros;Sol Pleno;Perene
778;Tabernaemontana divaricata;Jasmim-café, ;Apocynaceae;Arbustos, Arbustos Tropicais, Cercas Vivas, Medicinal;Equatorial, Subtropical, Tropical;Ásia, Índia;1.2 a 1.8 metros, 1.8 a 2.4 metros, 2.4 a 3.0 metros;Meia Sombra, Sol Pleno;Perene
